POSITION,DEPARTMENT,MONTH_TOTAL,VACATION_13TH_SALARY,EVENTUAL PAYMENTS,PAYED_PREMIUM_LEAVE,OTHER_INDEMNITIES,WAGE_REDUCER,NET_TOTAL,STATUS,MONTH,YEAR
ANALISTA DES FARMACOTECNICO,"FUND.REM.POP.""C.T.LIMA""-FURP",9628.37,0.0,0.0,"0,00",0.0,0.0,7137.7,ATIVOS,APRIL,2023
MEDICO III,INST.AS.MED.SER.PUB.EST IAMSPE,11226.49,0.0,0.0,"0,00",0.0,0.0,6908.06,ATIVOS,APRIL,2023
OUTROS VINCULOS,SECRET.GOVERNO RELAC.INSTITUC.,3893.67,0.0,740.78,"0,00",0.0,0.0,3910.99,ATIVOS,MARCH,2023
ASSESSOR TECNICO II,SECRETARIA DE COMUNICACAO,3450.79,2300.52,0.0,"0,00",109.75,0.0,5214.49,ATIVOS,MAY,2023
SUPERVISOR III,COMP.METROPOLITANO S.P.-METRO,25238.46,0.0,0.0,"0,00",0.0,0.0,13708.79,ATIVOS,MAY,2023
ASSESSOR TECN REGISTRO PUBL.,JUNTA COMERC.E.S.PAULO-JUCESP,5728.93,0.0,0.0,"0,00",0.0,0.0,4583.18,ATIVOS,JUNE,2023
EXECUTIVO PUBLICO,SECR.AGRICULTURA ABASTECIMENTO,5725.26,0.0,0.0,"0,00",93.02,0.0,3043.57,ATIVOS,JUNE,2023
ESPEC.REGUL.FIS.SERV.PUB. III,AG.REG.SERV.PUB.EST.SP ARSESP,12692.9,6346.45,0.0,"0,00",0.0,0.0,14150.75,ATIVOS,MARCH,2023
ASSISTENTE DE SERVI O,AG.REG.SERV.PUB.EST.SP ARSESP,3512.9,1288.06,0.0,"0,00",429.35,0.0,4115.74,ATIVOS,MARCH,2023
ASSESSOR TECNICO III,SECRETARIA DESENVOLV. SOCIAL,3614.74,0.0,0.0,"0,00",99.91,0.0,3053.36,ATIVOS,MAY,2023
ENGENHEIRO I,CETESB-CIA.AMBIENTAL EST.S.P.,13975.34,0.0,0.0,"0,00",0.0,0.0,10023.18,ATIVOS,MARCH,2023
COPEIRO,FUND. AMP. PESQ. EST.SP FAPESP,9340.17,0.0,0.0,"0,00",0.0,0.0,6981.56,ATIVOS,MAY,2023
ASSISTENTE TECNICO - NIVEL C,FAC.MED.S.J.RIO PRETO FAMERP,5977.42,0.0,0.0,"0,00",0.0,0.0,4602.76,ATIVOS,MARCH,2023
TECNICO DE ENFERMAGEM,H.C.FAC.MED.BOTUCATU-HCFMB,4848.45,0.0,0.0,"0,00",0.0,0.0,2669.96,ATIVOS,JANUARY,2023
ASSESSOR TECN. DA PRESIDENCIA,JUNTA COMERC.E.S.PAULO-JUCESP,8421.35,0.0,0.0,"0,00",0.0,0.0,5042.12,ATIVOS,AUGUST,2023
SECRETARIA SR,FUND.SIST.EST.ANAL.DADOS SEADE,7747.11,0.0,871.5,"0,00",0.0,0.0,5701.96,ATIVOS,APRIL,2023
DOCENTE,FACULDADE MED. MARILIA FAMEMA,12203.02,0.0,0.0,"0,00",0.0,0.0,9148.5,ATIVOS,JUNE,2023
ASSESSOR I,DEPARTAM.ESTRADAS RODAGEM DER,1686.82,0.0,0.0,"0,00",328.21,0.0,1329.05,ATIVOS,FEBRUARY,2023
CAP   PM,POLICIA MILITAR SAO PAULO,22207.53,0.0,0.0,"0,00",3138.87,0.0,18242.15,ATIVOS,AUGUST,2023
CONTROLADOR DE ESTOQUE,FUND.PRO-SANGUE-HEMOCENTRO S.P,5203.5,0.0,0.0,"0,00",0.0,0.0,4242.48,ATIVOS,MARCH,2023
AUX.APOIO PESQ.CIENT.TECNOL.,SECR.AGRICULTURA ABASTECIMENTO,2413.16,120.75,241.5,"0,00",188.76,0.0,1576.0,ATIVOS,JULY,2023
DIRETOR TECNICO I,SECRETARIA DE ESPORTES,6814.89,2271.62,0.0,"0,00",0.0,0.0,5526.07,ATIVOS,JANUARY,2023
ASSESSOR TECNICO SAUDE PUB. I,INST.AS.MED.SER.PUB.EST IAMSPE,5337.26,0.0,0.0,"0,00",0.0,0.0,2240.21,ATIVOS,JUNE,2023
ASSESSOR TECNICO II,H.C.FAC.MED.BOTUCATU-HCFMB,3711.21,426.36,0.0,"0,00",218.2,0.0,3749.79,ATIVOS,JUNE,2023
ASSESSOR I,EMP.METR.TR.URB.SP.S/A-EMTU-SP,12098.96,6890.2,0.0,"0,00",0.0,0.0,9396.9,ATIVOS,JANUARY,2023
DIRETOR I,SECRETARIA DESENVOLV. SOCIAL,3485.96,0.0,0.0,"0,00",60.84,0.0,2055.92,ATIVOS,MAY,2023
PROFISS EDUC FISICA III,FUNDACAO CASA-SP.,9028.0,0.0,0.0,"0,00",0.0,0.0,5741.31,ATIVOS,APRIL,2023
OFICIAL SOCIOCULTURAL,SECR.CULTURA ECONOMIA CRIATIVA,3993.8,0.0,0.0,"0,00",129.97,0.0,3339.3,ATIVOS,FEBRUARY,2023
MEDICO I,HC FAC MEDICINA RIB PRETO USP,12024.83,0.0,-3.8,"0,00",0.0,0.0,6856.09,ATIVOS,FEBRUARY,2023
PROFESSOR EDUCACAO BASICA II,SECRETARIA DA EDUCACAO,7628.88,0.0,21.18,"0,00",0.0,0.0,3368.87,ATIVOS,APRIL,2023
AUXILIAR DE ENFERMAGEM,HC FAC MEDICINA RIB PRETO USP,2283.96,6.0,0.0,"0,00",0.0,0.0,526.9,ATIVOS,FEBRUARY,2023
AUXILIAR DE ENFERMAGEM,SECRETARIA DA SAUDE,3332.18,0.0,0.0,"0,00",197.1,0.0,2403.9,ATIVOS,MAY,2023
ANAL. DE DESENV. AGRARIO R1,FITESP-JOSE GOMES DA SILVA,3631.11,1980.61,0.0,"0,00",0.0,0.0,2483.47,ATIVOS,AUGUST,2023
ESPECIALISTA EM PROTE  O E DEF,FUNDACAO PROCON,9353.8,0.0,0.0,"0,00",0.0,0.0,7009.11,ATIVOS,JUNE,2023
OUTROS VINCULOS,CASA CIVIL,3073.95,0.0,0.0,"0,00",0.0,0.0,2549.58,ATIVOS,MAY,2023
OUTROS VINCULOS,SECRET.GOVERNO RELAC.INSTITUC.,2595.78,182.16,-259.57,"0,00",0.0,0.0,2233.85,ATIVOS,MARCH,2023
DIRETOR TECNICO III,CONTROLADORIA GERAL DO ESTADO,20096.8,0.0,0.0,"0,00",0.0,0.0,12261.49,ATIVOS,MAY,2023
EXECUTIVO PUBLICO,SECR.EST.DIR.PES.C/DEFICIENCIA,6754.73,0.0,0.0,"0,00",0.0,0.0,5009.27,ATIVOS,FEBRUARY,2023
AUXILIAR SERV.GERAIS,DEPART.ESTRADAS RODAGEM DER,2160.66,0.0,0.0,"0,00",238.92,0.0,1565.1,ATIVOS,APRIL,2023
ASSESSOR TECNICO,FAC.MED.S.J.RIO PRETO FAMERP,10615.8,0.0,0.0,"0,00",0.0,0.0,7929.83,ATIVOS,APRIL,2023
OPERADOR CONTR ELETR DE SISTEM,EMAE EMP.MET.AGUAS ENERGIA S/A,8883.94,1257.31,0.0,"0,00",0.0,0.0,3219.78,ATIVOS,MARCH,2023
OFICIAL ADMINISTRATIVO,SECRETARIA DESENVOLV. SOCIAL,2782.08,0.0,0.0,"0,00",250.17,0.0,2343.56,ATIVOS,APRIL,2023
AGENTE DE AP SOCIOEDUCAT II,FUNDACAO CASA-SP.,3883.67,0.0,0.0,"0,00",0.0,0.0,2801.38,ATIVOS,JANUARY,2023
AUXILIAR DE ENFERMAGEM,SECRETARIA DA SAUDE,2716.2,0.0,0.0,"0,00",0.0,0.0,1810.93,ATIVOS,JUNE,2023
ANALISTA GESTAO ORGANIZACIONAL,CIA.PROC.DADOS EST.S.P-PRODESP,15018.02,0.0,4.51,"0,00",0.0,0.0,11009.81,ATIVOS,FEBRUARY,2023
AGENTE TECNICO ASSIST. A SAUDE,INST.AS.MED.SER.PUB.EST IAMSPE,3244.11,0.0,0.0,"0,00",0.0,0.0,2584.59,ATIVOS,AUGUST,2023
ANALISTA DE GESTAO 06,COM.SAN.BAS.EST.S.PAULO SABESP,9372.38,0.0,0.0,"0,00",0.0,0.0,5689.27,ATIVOS,FEBRUARY,2023
TEC MANUT TV II,FUND.PE.ANCHIETA-C.P.RADIO TV.,10227.8,0.0,0.0,"0,00",0.0,0.0,6095.97,ATIVOS,MARCH,2023
DESIGNER DE ARTE FINALISTA,FUND.UNIV.VIRT.EST.SP UNIVESP,6995.21,0.0,0.0,"0,00",0.0,0.0,5232.8,ATIVOS,JULY,2023
ANALISTA ADMINISTRATIVO,FUND. AMP. PESQ. EST.SP FAPESP,8315.52,0.0,0.0,"0,00",0.0,0.0,6277.92,ATIVOS,JULY,2023
OFICIAL ADMINISTRATIVO,JUNTA COMERC.E.S.PAULO-JUCESP,2812.64,20.89,278.61,"0,00",564.84,0.0,3165.02,ATIVOS,JUNE,2023
ASSESSOR 5,CIA.PROC.DADOS EST.S.P-PRODESP,15301.82,0.0,0.0,"0,00",0.0,0.0,9934.38,ATIVOS,FEBRUARY,2023
PESQUISADOR ASSISTENTE,INST.PESQ.TECNOLOGICAS EST.S.P,8416.1,0.0,0.0,"0,00",0.0,0.0,2656.89,ATIVOS,FEBRUARY,2023
ANALISTA NEGOCIOS E TECNOLOGIA,CIA.PROCES.DAD.EST.SP PRODESP,8017.5,10689.98,0.0,"0,00",167.58,0.0,4671.38,ATIVOS,MARCH,2023
CONTROLADOR INTERNO,FACULDADE MED. MARILIA FAMEMA,6126.42,0.0,0.0,"0,00",0.0,0.0,4831.0,ATIVOS,JULY,2023
ENFERMEIRO,FAC.MEDICINA MARILIA-FAMEMA,5239.91,2277.58,0.0,"0,00",0.0,0.0,2705.49,ATIVOS,JANUARY,2023
MEDICO I,HOSP.CLIN.FAC.MED.USP-HCFMUSP,10543.61,0.0,0.0,"0,00",0.0,0.0,7344.38,ATIVOS,FEBRUARY,2023
TECNICO EM GESTAO 21,COM.SAN.BAS.EST.S.PAULO SABESP,5515.46,7162.19,0.0,"0,00",0.0,0.0,18289.95,ATIVOS,JANUARY,2023
TECNICO III,FUNDACAO DESENV.EDUCACAO-FDE,23746.52,0.0,0.0,"0,00",0.0,0.0,16416.87,ATIVOS,FEBRUARY,2023
TECNICO DE SUPORTE ADMINISTRAT,FUNDACAO PROCON,3016.13,1300.04,0.0,"0,00",0.0,0.0,2194.6,ATIVOS,AUGUST,2023
ASSESSOR I,SECRET.GOVERNO RELAC.INSTITUC.,3564.82,0.0,0.0,"0,00",0.0,0.0,2988.45,ATIVOS,AUGUST,2023
ENFERMEIRO,H.C.FAC.MED.BOTUCATU-HCFMB,5863.95,0.0,0.0,"0,00",0.0,0.0,4674.09,ATIVOS,AUGUST,2023
DIRETOR TECNICO II,SECRETARIA GESTAO GOVERNO DIG.,8149.56,2716.51,0.0,"0,00",0.0,0.0,8651.05,ATIVOS,JUNE,2023
AUXILIAR MANUT PRED,"FUND.REM.POP.""C.T.LIMA""-FURP",4280.55,0.0,0.0,"0,00",0.0,0.0,3215.14,ATIVOS,JULY,2023
OFICIAL ADMINISTRATIVO,SECRETARIA DE ESPORTES,3990.67,0.0,0.0,"0,00",77.35,0.0,3356.56,ATIVOS,MAY,2023
TECNICO DE ENFERMAGEM,H.C.FAC.MED.BOTUCATU-HCFMB,1071.28,0.0,0.0,"0,00",0.0,0.0,1071.28,ATIVOS,AUGUST,2023
CHEFE I,DEPART.ESTRADAS RODAGEM DER,3159.54,15.19,0.0,"0,00",513.03,0.0,3089.55,ATIVOS,JULY,2023
TECNICO DE ENFERMAGEM,H.C.FAC.MED.BOTUCATU-HCFMB,4719.2,0.0,230.0,"0,00",0.0,0.0,2377.67,ATIVOS,JULY,2023
OFICIAL ADMINISTRATIVO,INST.AS.MED.SER.PUB.EST IAMSPE,2551.16,0.0,0.0,"0,00",0.0,0.0,2031.82,ATIVOS,MARCH,2023
AUXILIAR DE APOIO,C.E.ED.TEC.PAULA SOUZA-CEETEPS,4360.32,0.0,0.0,"0,00",0.0,0.0,2207.41,ATIVOS,FEBRUARY,2023
COPEIRO,FUND. AMP. PESQ. EST.SP FAPESP,9340.17,0.0,0.0,"0,00",0.0,0.0,6981.56,ATIVOS,AUGUST,2023
PROCURADOR DO ESTADO NIVEL III,PROCURADORIA GERAL DO ESTADO,47061.31,7184.66,7159.43,"0,00",0.0,-7768.0,37103.57,ATIVOS,JANUARY,2023
ANALISTA FERROVIARIO I,SEC.TRANSPORTES METROPOLITANOS,4903.89,0.0,0.0,"0,00",0.0,0.0,4058.58,ATIVOS,AUGUST,2023
ANALISTA ADMINISTRATIVO,FUND. AMP. PESQ. EST.SP FAPESP,9819.9,0.0,0.0,"0,00",0.0,0.0,7368.6,ATIVOS,AUGUST,2023
ASSESSOR TEC. DE COORDENADOR,CASA CIVIL,8050.3,0.0,0.0,"0,00",0.0,0.0,5924.62,ATIVOS,JULY,2023
ASSESSOR TECNICO II,CASA CIVIL,5632.16,0.0,0.0,"0,00",0.0,0.0,4394.38,ATIVOS,MARCH,2023
AGENTE TECNICO E ADMINISTRAT,"CTRO.EST.ED.TEC.""P.SO"" CEETEPS",1790.91,0.0,0.0,"0,00",0.0,0.0,1520.59,ATIVOS,AUGUST,2023
PROFESSOR EDUCACAO BASICA II,SECRETARIA DA EDUCACAO,4302.29,89.59,0.0,"0,00",46.06,0.0,3526.38,ATIVOS,MARCH,2023
ANAL. DE DESENV.FUND. IV F,FITESP-JOSE GOMES DA SILVA,6422.91,6795.25,0.0,"0,00",3723.43,0.0,3619.96,ATIVOS,FEBRUARY,2023
ASSESSOR TECN REGISTRO PUBL.,JUNTA COMERC.E.S.PAULO-JUCESP,6015.37,1336.74,0.0,"0,00",0.0,0.0,5253.48,ATIVOS,MARCH,2023
ESTAGIARIO,FUND.PE.ANCHIETA-C.P.RADIO TV.,1033.79,0.0,0.0,"0,00",0.0,0.0,1033.79,ATIVOS,MARCH,2023
OUTROS VINCULOS,INST MED SOC CRIMINO SP- IMESC,11077.6,0.0,0.0,"0,00",0.0,0.0,8900.62,ATIVOS,JANUARY,2023
OF MAN IND  MECANICA,COMP.METROPOLITANO S.P.-METRO,10528.1,0.0,1925.87,"0,00",0.0,0.0,5813.57,ATIVOS,JULY,2023
AG.SEG.PENIT.CLASSE V,SECRET.ADMINISTR.PENITENCIARIA,7634.78,0.0,0.0,"0,00",0.0,0.0,2469.35,ATIVOS,APRIL,2023
PROFESSOR DE ENSINO MED E TEC,C.E.ED.TEC.PAULA SOUZA-CEETEPS,526.36,0.0,11.31,"0,00",0.0,0.0,0.0,ATIVOS,JANUARY,2023
ASSESSOR TECNICO III,SECRETARIA JUSTICA E CIDADANIA,4961.38,2480.68,0.0,"0,00",19.11,0.0,6218.48,ATIVOS,MAY,2023
ANAL.PLAN.ORC.FINANC.PUBL. II,CONTROLADORIA GERAL DO ESTADO,15428.95,0.0,0.0,"0,00",2230.83,0.0,11378.47,ATIVOS,MAY,2023
ANALISTA FERROVIARIO I,SEC.TRANSPORTES METROPOLITANOS,3108.1,0.0,0.0,"0,00",0.0,0.0,2734.8,ATIVOS,JUNE,2023
AUX. ADMINISTRATIVO (Q.ESP),SECR.DESENVOLVIMENTO ECONOMICO,5743.27,0.0,0.0,"0,00",0.0,0.0,4576.3,ATIVOS,MARCH,2023
OPERADOR DE CONSOLE DE CIRCULA,C.P.TRENS METROPOLITANOS-CPTM,10283.16,0.0,0.0,"0,00",0.0,0.0,7488.78,ATIVOS,JULY,2023
AGT REC AMB (MOT),FUND.CONS.PR.FLOR.EST.SP F.FL.,1911.13,0.0,0.0,"0,00",0.0,0.0,966.55,ATIVOS,JULY,2023
ASSISTENTE AGROPECUARIO II,SECR.AGRICULTURA ABASTECIMENTO,7584.27,0.0,0.0,"0,00",0.0,0.0,4559.85,ATIVOS,MAY,2023
ASSESSOR ADM II,FUND.PE.ANCHIETA-C.P.RADIO TV.,3062.32,0.0,0.0,"0,00",0.0,0.0,2058.65,ATIVOS,MARCH,2023
PROFESSOR DE ENSINO MED E TEC,"CTRO.EST.ED.TEC.""P.SO"" CEETEPS",5640.54,0.0,0.0,"0,00",0.0,0.0,3590.66,ATIVOS,JULY,2023
OFICIAL ADMINISTRATIVO,SECRETARIA GESTAO GOVERNO DIG.,4597.11,0.0,0.0,"0,00",111.37,0.0,2312.43,ATIVOS,JUNE,2023
ANALISTA EM GESTAO PREVID. I,SAO PAULO PREVIDENCIA   SPPREV,6544.04,5285.2,0.0,"0,00",0.0,0.0,5111.59,ATIVOS,MARCH,2023
ESPECIALISTA EM PROTE  O E DEF,FUNDACAO PROCON,3380.53,0.0,0.0,"0,00",0.0,0.0,2425.08,ATIVOS,MARCH,2023
ASSISTENTE II,FUNDACAO DESENV.EDUCACAO-FDE,8573.97,0.0,2424.23,"0,00",0.0,0.0,5591.22,ATIVOS,AUGUST,2023
SUPERVISOR DE SERVICO,FAC.MED.S.J.RIO PRETO FAMERP,13156.21,0.0,0.0,"0,00",0.0,0.0,9787.42,ATIVOS,AUGUST,2023
AUXILIAR SERV.GERAIS,SECRETARIA DA SAUDE,4032.9,0.0,0.0,"0,00",113.91,0.0,3333.61,ATIVOS,AUGUST,2023
ENFERMEIRO,HOSP.CLIN.FAC.MED.USP-HCFMUSP,5546.97,0.0,0.0,"0,00",0.0,0.0,4408.46,ATIVOS,MAY,2023
MEDICO I,INST.AS.MED.SER.PUB.EST IAMSPE,12385.02,4904.9,2257.08,"0,00",2387.33,0.0,14528.55,ATIVOS,AUGUST,2023
DIRETOR TECNICO I,HOSP.CLIN.FAC.MED.MARILIA,4498.51,0.0,0.0,"0,00",35.33,0.0,3746.27,ATIVOS,MAY,2023
GUARDA PORTU RIO,COMPANHIA DOCAS SAO SEBASTIAO,7033.17,0.0,0.0,"0,00",0.0,0.0,3219.02,ATIVOS,FEBRUARY,2023
MOTORISTA (Q.ESP),SECRET. CIENCIA  TEC. INOVACAO,4939.78,0.0,32.16,"0,00",0.0,0.0,4143.1,ATIVOS,JUNE,2023
ASSESSOR TECNICO I,SECRET.GOVERNO RELAC.INSTITUC.,3103.94,0.0,0.0,"0,00",200.96,0.0,2833.7,ATIVOS,JUNE,2023
OUTROS VINCULOS,CASA CIVIL,3893.67,0.0,0.0,"0,00",0.0,0.0,3316.92,ATIVOS,APRIL,2023
ASSISTENTE II,FUNDACAO DESENV.EDUCACAO-FDE,5827.72,0.0,1683.77,"0,00",0.0,0.0,3555.74,ATIVOS,AUGUST,2023
DIRETOR TECNICO I,SECRETARIA DESENVOLV. SOCIAL,4677.16,0.0,0.0,"0,00",88.97,0.0,2321.2,ATIVOS,FEBRUARY,2023
AGENTE TECNICO,FUND.PF.DR.M.P.PIMENTEL-FUNAP,7799.04,3899.52,0.0,"0,00",1050.0,0.0,7095.78,ATIVOS,MAY,2023
TECNICO EM METROLOGIA E QUALID,INST.PESOS MEDID.E.S.P-IPEM/SP,5003.44,0.0,0.0,"0,00",0.0,0.0,3828.01,ATIVOS,JULY,2023
OFICIAL ADMINISTRATIVO,DEPTO. EST. TRANSITO DETRAN SP,5229.62,0.0,0.0,"0,00",0.0,0.0,3771.1,ATIVOS,JANUARY,2023
PESQUISADOR III,INST.PESQ.TEC.EST.SP IPT,11189.29,0.0,0.27,"0,00",0.0,0.0,5758.99,ATIVOS,JUNE,2023
ASSISTENTE DE SERVI O,JUNTA COMERC.E.S.PAULO-JUCESP,3036.33,0.0,0.0,"0,00",0.0,0.0,2713.7,ATIVOS,JULY,2023
BIBLIOTECARIO JUNIOR,FUND.MEMORIAL AMERICA LATINA,9942.72,0.0,0.0,"0,00",0.0,0.0,7069.42,ATIVOS,JULY,2023
ASSESSOR TECNICO III,SECR.CULTURA ECONOMIA CRIATIVA,4183.99,0.0,0.0,"0,00",118.56,0.0,3407.2,ATIVOS,FEBRUARY,2023
OUTROS VINCULOS,SECRET.ADMINISTR.PENITENCIARIA,548.16,0.0,0.0,"0,00",0.0,0.0,465.16,ATIVOS,APRIL,2023
EXECUTIVO PUBLICO,SECRETARIA DE ESPORTES,5399.5,1799.83,0.0,"0,00",0.0,0.0,5980.96,ATIVOS,JULY,2023
GERENTE,FUND.PF.DR.M.P.PIMENTEL-FUNAP,8868.97,4434.48,0.0,"0,00",0.0,0.0,8142.99,ATIVOS,MAY,2023
EXECUTIVO PUBLICO,PROCURADORIA GERAL DO ESTADO,7034.42,0.0,0.0,"0,00",0.0,0.0,4982.76,ATIVOS,AUGUST,2023
DIRETOR I,SECRET.GOVERNO RELAC.INSTITUC.,7219.06,719.57,51.54,"0,00",0.0,0.0,4794.55,ATIVOS,MARCH,2023
OPER CONTROLE MASTER,FUND.PE.ANCHIETA-C.P.RADIO TV.,10439.23,0.0,0.0,"0,00",0.0,0.0,5963.14,ATIVOS,JUNE,2023
AG.FISC.REGUL.TRANSPORTE I,AG.REG.SV.P.DEL.TR.E.SP ARTESP,3224.23,0.0,0.0,"0,00",0.0,0.0,2848.7,ATIVOS,JANUARY,2023
ESPECIALISTA AMBIENTAL III,SEC.MEIO AMB. INFRA.LOGIST.,10391.82,5195.91,0.0,"0,00",0.0,0.0,11614.47,ATIVOS,APRIL,2023
OFICIAL ADMINISTRATIVO,SECRETARIA GESTAO GOVERNO DIG.,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,ATIVOS,JULY,2023
ESPECIALISTA AMBIENTAL II,SEC.MEIO AMB. INFRA.LOGIST.,9389.32,0.0,0.0,"0,00",0.0,0.0,6587.69,ATIVOS,JUNE,2023
TECNICO III,FUNDACAO DESENV.EDUCACAO-FDE,10139.73,13519.63,1610.18,"0,00",0.0,0.0,15158.31,ATIVOS,JANUARY,2023
ASSESSOR I,AG.REG.SERV.PUB.EST.SP ARSESP,8485.62,0.0,0.0,"0,00",0.0,0.0,3635.19,ATIVOS,FEBRUARY,2023
ANAL. DE DESENV.FUND. IV A,FITESP-JOSE GOMES DA SILVA,7591.56,0.0,0.0,"0,00",0.0,0.0,5476.49,ATIVOS,JANUARY,2023
ESPECIALISTA EM  METROLOGIA E,INST.PESOS MEDID.E.S.P-IPEM/SP,12975.03,0.0,0.0,"0,00",0.0,0.0,6972.64,ATIVOS,JUNE,2023
CHEFE DE DEPARTAMENTO,EMP.METR.TR.URB.SP.S/A-EMTU-SP,24293.08,0.0,0.0,"0,00",0.0,0.0,15292.43,ATIVOS,JULY,2023
ASSIST. PREVIDENCIARIO,SAO PAULO PREVIDENCIA   SPPREV,0.0,4649.61,0.0,"0,00",0.0,0.0,9.99,ATIVOS,JANUARY,2023
EDITOR POS PROD I,FUND.PE.ANCHIETA-C.P.RADIO TV.,5955.29,0.0,0.0,"0,00",0.0,0.0,4544.86,ATIVOS,AUGUST,2023
OPER TRANSMIS TV SP,FUND.PE.ANCHIETA-C.P.RADIO TV.,7592.57,8207.4,0.0,"0,00",0.0,0.0,6412.53,ATIVOS,AUGUST,2023
ASSIST ADM III,COMP.METROPOLITANO S.P.-METRO,7240.47,0.0,0.0,"0,00",0.0,0.0,5243.52,ATIVOS,AUGUST,2023
APC,FUND.PREV.COMPL.EST.SP PREVCOM,2946.14,0.0,0.0,"0,00",0.0,0.0,2638.71,ATIVOS,JANUARY,2023
OUTROS VINCULOS,DEPT.ESTAD.TRANSITO DETRAN SP,563.55,0.0,0.0,"0,00",0.0,0.0,563.55,ATIVOS,APRIL,2023
TECNICO DE SERVICO ACADEMICO,FAC.MED.S.J.R.PRETO-FAMERP,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,ATIVOS,FEBRUARY,2023
ESPECIAL.SERV TEC E ADMINIST.,FUNDACAO ONCOCENTRO SAO PAULO,4129.01,0.0,0.0,"0,00",0.0,0.0,3513.6,ATIVOS,JUNE,2023
AGENTE ESTADUAL DE TRANSITO I,DEPTO. EST. TRANSITO DETRAN SP,5379.41,1178.33,93.93,"0,00",341.55,0.0,3527.29,ATIVOS,JANUARY,2023
ASSESSOR I,FUND. AMP. PESQ. EST.SP FAPESP,12871.19,0.0,0.0,"0,00",0.0,0.0,8571.03,ATIVOS,MAY,2023
ESPEC.REGUL.FIS.SERV.PUB. I,AG.REG.SERV.PUB.EST.SP ARSESP,12155.0,0.0,0.0,"0,00",0.0,0.0,7861.82,ATIVOS,FEBRUARY,2023
ENCARREGADO I,DEPARTAM.ESTRADAS RODAGEM DER,3517.22,0.0,0.0,"0,00",103.85,0.0,2824.68,ATIVOS,FEBRUARY,2023
ESPEC.REGULACAO DE TRANSP. III,AG.REG.SERV.PUB.DEL.TR.EST.SP,14284.76,0.0,0.0,"0,00",0.0,0.0,9591.13,ATIVOS,MAY,2023
OFICIAL DE APOIO AGROPECUARIO,SECR.AGRICULTURA ABASTECIMENTO,1516.38,0.0,0.0,"0,00",239.4,0.0,1556.51,ATIVOS,MARCH,2023
PESQUISADOR CIENTIFICO VI,HOSP.CLIN.FAC.MED.USP-HCFMUSP,13961.78,0.0,0.0,"0,00",0.0,0.0,9381.08,ATIVOS,JANUARY,2023
ANALISTA SOCIOCULTURAL,SECRETARIA DE ESPORTES,5486.04,0.0,0.0,"0,00",680.58,0.0,4531.62,ATIVOS,FEBRUARY,2023
DIRETOR TECNICO II,DEPTO.AGUAS ENER.ELETRICA DAEE,6329.97,0.0,0.0,"0,00",0.0,0.0,4758.91,ATIVOS,JULY,2023
FREZADOR (Q.ESP),SECRET. CIENCIA  TEC. INOVACAO,9564.17,0.0,0.0,"0,00",0.0,0.0,6389.28,ATIVOS,JUNE,2023
ESPECIALISTA EM PROTE  O E DEF,FUNDACAO PROCON,7614.66,0.0,0.0,"0,00",0.0,0.0,3056.63,ATIVOS,AUGUST,2023
ASSESSOR TECNICO II,SECRETARIA DESENVOLV. SOCIAL,3677.13,612.85,0.0,"0,00",148.97,0.0,3772.38,ATIVOS,AUGUST,2023
AUX.APOIO PESQ.CIENT.TECNOL.,SECR.AGRICULTURA ABASTECIMENTO,3064.13,0.0,0.0,"0,00",495.82,0.0,2976.72,ATIVOS,MARCH,2023
MEDICO I,INST.AS.MED.SER.PUB.EST IAMSPE,9009.37,27.5,0.0,"0,00",0.0,0.0,6379.91,ATIVOS,AUGUST,2023
AUXILIAR SERV.GERAIS,DEPART.ESTRADAS RODAGEM DER,4039.39,0.0,0.0,"0,00",123.75,0.0,3364.97,ATIVOS,JULY,2023
MOTORISTA III B,FITESP-JOSE GOMES DA SILVA,2448.36,0.0,0.0,"0,00",0.0,0.0,1531.5,ATIVOS,JANUARY,2023
PROFESSOR DE ENSINO MED E TEC,"CTRO.EST.ED.TEC.""P.SO"" CEETEPS",4077.34,0.0,0.0,"0,00",0.0,0.0,3112.83,ATIVOS,APRIL,2023
ESTAGIARIO,DESENVOLVE SP AG.FOM.E.S.PAULO,1239.59,0.0,0.0,"0,00",0.0,0.0,1239.59,ATIVOS,JUNE,2023
OFICIAL ADMINISTRATIVO,DEPT.ESTAD.TRANSITO DETRAN SP,2567.83,0.0,0.0,"0,00",57.13,0.0,2092.5,ATIVOS,APRIL,2023
AG.FISC.REGUL.TRANSPORTE I,AG.REG.SV.P.DEL.TR.E.SP ARTESP,3856.55,3856.55,0.0,"0,00",1285.51,0.0,7845.37,ATIVOS,FEBRUARY,2023
TECNICO EM GESTAO 20,COM.SAN.BAS.EST.S.PAULO SABESP,15867.84,0.0,0.0,"0,00",0.0,0.0,7998.65,ATIVOS,MAY,2023
TECNICO EM METROLOGIA E QUALID,INST.PESOS MEDID.E.S.P-IPEM/SP,5164.82,0.0,0.0,"0,00",0.0,0.0,3977.15,ATIVOS,JULY,2023
ANALISTA NEGOCIOS E TECNOLOGIA,CIA.PROC.DADOS EST.S.P-PRODESP,8082.13,0.0,0.0,"0,00",2478.64,0.0,8763.84,ATIVOS,FEBRUARY,2023
